age,page,sex,psex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b
37,39,"Female","Male",10.33333,"6-10","Cohabiting","2","8","7",22,23,"1-5x","6-10x","1-5x","1-5x","6-10x","1-5x","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","21 to 50 times","21 to 50 times","21 to 50 times"
34,35,"Female","Male",7.75,"6-10","Cohabiting","1","8","8",18,24,"11-20x","1-5x","6-10x","1-5x","1-5x","1-5x","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times"
40,39,"Male","Female",11.08333,"11-20","Cohabiting","1","9","10 - Completely satisfied",21,22,"21-50x","21-50x","21-50x","21-50x","11-20x","6-10x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times"
31,30,"Male","Female",7.333333,"6-10","Cohabiting","0","10 - Completely satisfied","9",24,24,"> 50x","> 50x","> 50x","> 50x","> 50x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
26,29,"Female","Male",7.833333,"6-10","Cohabiting","0","10 - Completely satisfied","9",21,24,"21-50x","11-20x","6-10x","11-20x","0x","11-20x","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","6 to 10 times","11 to 20 times","Not at all","11 to 20 times","21 to 50 times","Not at all","11 to 20 times"
34,37,"Male","Female",7.75,"6-10","Cohabiting","1","10 - Completely satisfied","7",26,25,"21-50x","> 50x","11-20x","21-50x","21-50x","21-50x","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
25,23,"Female","Male",7.5,"6-10","Cohabiting","0","7","7",22,19,"11-20x","11-20x","6-10x","21-50x","> 50x","11-20x","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","11 to 20 times"
30,39,"Female","Male",6.583333,"6-10","Cohabiting","1","8","8",17,18,"6-10x","6-10x","0x","1-5x","1-5x","1-5x","6 to 10 times","6 to 10 times","Not at all","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times"
39,42,"Female","Male",12.58333,"11-20","Cohabiting","3+","5","5",,,"1-5x","1-5x","0x","0x","0x","0x","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all"
36,34,"Male","Female",9,"6-10","Cohabiting","2","8","7",20,22,"21-50x","11-20x","11-20x","11-20x","1-5x","0x","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","Not at all","11 to 20 times","6 to 10 times","1 to 5 times"
41,37,"Male","Female",20.33333,"11-20","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",27,26,"11-20x","11-20x","1-5x","21-50x","> 50x","21-50x","11 to 20 times","11 to 20 times","1 to 5 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times"
40,46,"Female","Male",19.41667,"11-20","Cohabiting","1","8","9",18,21,"21-50x","11-20x","6-10x","11-20x","6-10x","6-10x","21 to 50 times","11 to 20 times","6 to 10 times","No answer","11 to 20 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times"
25,26,"Female","Male",4.666667,"3-5","Cohabiting","0","8","5",25,21,"21-50x","11-20x","21-50x","6-10x","6-10x","1-5x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","21 to 50 times","21 to 50 times"
45,44,"Female","Male",20.33333,"11-20","Cohabiting","2","7","8",20,17,"11-20x","11-20x","6-10x","11-20x","6-10x","6-10x","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","Not at all","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times"
24,24,"Female","Male",6.916667,"6-10","Cohabiting","0","9","7",24,20,"21-50x","21-50x","21-50x","11-20x","11-20x","1-5x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","1 to 5 times","21 to 50 times","11 to 20 times","6 to 10 times"
40,41,"Female","Male",15.75,"11-20","Cohabiting","3+","4","0 - Not at all satisfied",14,12,"0x","0x","0x","0x","0x","0x","Not at all","Not at all","Not at all","Not at all","1 to 5 times","1 to 5 times","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all"
39,37,"Male","Female",12.33333,"11-20","Cohabiting","2","8","9",23,25,"21-50x","6-10x","11-20x","21-50x","21-50x","21-50x","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
35,40,"Female","Male",12,"11-20","Cohabiting","2","7","9",15,21,"21-50x","6-10x","1-5x","11-20x","1-5x","1-5x","21 to 50 times","6 to 10 times","1 to 5 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times"
36,38,"Male","Female",17.75,"11-20","Cohabiting","2","8","9",23,22,"21-50x","6-10x","6-10x","21-50x","1-5x","1-5x","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","1 to 5 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times"
40,35,"Male","Female",7.75,"6-10","Cohabiting","1","7","5",15,21,"11-20x","11-20x","11-20x","21-50x","11-20x","11-20x","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times"
29,33,"Female","Male",9.583333,"6-10","Cohabiting","1","8","9",25,23,"21-50x","11-20x","11-20x","> 50x","21-50x","11-20x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","More than 50 times"
32,37,"Female","Male",14.33333,"11-20","Cohabiting","3+","9","8",26,20,"21-50x","11-20x","11-20x","6-10x","6-10x","1-5x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times"
41,46,"Male","Female",24.41667,"21+","Cohabiting","3+","7","8",21,20,"6-10x","6-10x","1-5x","11-20x","11-20x","11-20x","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times"
42,63,"Female","Male",17.33333,"11-20","Cohabiting","0","8","8",21,,"> 50x","> 50x","21-50x","21-50x","6-10x","6-10x","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times"
23,24,"Female","Male",.9166667,"0-2","Separate households","0","10 - Completely satisfied","9",27,,"> 50x","> 50x","> 50x","> 50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times"
33,34,"Male","Female",8.416667,"6-10","Cohabiting","1","7","8",,23,"6-10x","6-10x","1-5x","11-20x","11-20x","6-10x","6 to 10 times","6 to 10 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times"
43,42,"Female","Male",13.33333,"11-20","Cohabiting","1","9","9",23,22,"11-20x","21-50x","6-10x","11-20x","6-10x","11-20x","11 to 20 times","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times"
22,23,"Male","Female",4.25,"3-5","Separate households","0","9","5",24,24,"> 50x","21-50x","11-20x","21-50x","6-10x","6-10x","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","11 to 20 times","11 to 20 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","11 to 20 times"
46,50,"Male","Female",17,"11-20","Cohabiting","1","5","9",16,,"1-5x","1-5x","1-5x","11-20x","21-50x","21-50x","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
36,35,"Male","Female",13.83333,"11-20","Cohabiting","0","9","9",22,23,"> 50x","> 50x","11-20x","21-50x","11-20x","11-20x","More than 50 times","More than 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times"
43,42,"Female","Male",23.5,"21+","Cohabiting","3+","9","9",24,23,"6-10x","11-20x","0x","21-50x","21-50x","11-20x","6 to 10 times","11 to 20 times","Not at all","21 to 50 times","More than 50 times","Not at all","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times"
46,46,"Male","Female",25.08333,"21+","Cohabiting","2","8","8",18,,"6-10x","1-5x","1-5x","1-5x","1-5x","0x","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times"
46,62,"Female","Male",25.33333,"21+","Cohabiting","0","8","9",22,22,"11-20x","11-20x","11-20x","11-20x","21-50x","21-50x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times"
40,33,"Male","Female",8.166667,"6-10","Cohabiting","1","9","6",25,21,"21-50x","21-50x","21-50x","1-5x","1-5x","1-5x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","1 to 5 times","1 to 5 times","1 to 5 times","21 to 50 times","21 to 50 times","21 to 50 times"
47,53,"Female","Male",12.33333,"11-20","Cohabiting","1","10 - Completely satisfied","9",28,23,"21-50x","> 50x","1-5x","6-10x","6-10x","1-5x","21 to 50 times","More than 50 times","1 to 5 times","21 to 50 times","More than 50 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times"
44,47,"Female","Male",21.25,"21+","Cohabiting","2","9","8",21,24,"11-20x","11-20x","11-20x","6-10x","11-20x","1-5x","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","6 to 10 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","Not at all"
49,49,"Male","Female",17.75,"11-20","Cohabiting","1","8","7",17,20,"6-10x","11-20x","6-10x","1-5x","1-5x","1-5x","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times"
33,35,"Male","Female",4.083333,"3-5","Cohabiting","0","9","8",25,24,"21-50x","6-10x","6-10x","> 50x","21-50x","21-50x","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times"
35,33,"Male","Female",10.66667,"6-10","Cohabiting","2","8","5",20,21,"11-20x","6-10x","6-10x","1-5x","1-5x","1-5x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times"
30,26,"Male","Female",1.75,"0-2","Separate households","0","8","9",25,25,"11-20x","21-50x","11-20x","21-50x","21-50x","11-20x","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times"
47,41,"Male","Female",16.33333,"11-20","Cohabiting","2","3","7",16,20,"1-5x","6-10x","1-5x","6-10x","1-5x","0x","1 to 5 times","6 to 10 times","1 to 5 times","21 to 50 times","21 to 50 times","21 to 50 times","6 to 10 times","1 to 5 times","Not at all","6 to 10 times","1 to 5 times","1 to 5 times"
42,34,"Male","Female",.75,"0-2","Separate households","3+","10 - Completely satisfied","10 - Completely satisfied",25,26,"21-50x","11-20x","11-20x","21-50x","21-50x","21-50x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times"
40,41,"Female","Male",3.083333,"3-5","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",27,28,"> 50x","> 50x","> 50x","21-50x","> 50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times"
34,33,"Male","Female",3.416667,"3-5","Cohabiting","0","9","9",24,24,"> 50x","21-50x","21-50x","> 50x","21-50x","21-50x","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times"
31,43,"Female","Male",2.083333,"0-2","Separate households","0","10 - Completely satisfied","8",28,25,"0x","0x","0x","0x","21-50x","11-20x","Not at all","Not at all","Not at all","21 to 50 times","More than 50 times","More than 50 times","Not at all","21 to 50 times","11 to 20 times","Not at all","21 to 50 times","11 to 20 times"
50,48,"Male","Female",17.66667,"11-20","Cohabiting","0","7","8",17,22,"6-10x","1-5x","1-5x","6-10x","1-5x","1-5x","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times"
27,28,"Female","Male",4,"3-5","Cohabiting","1","8","10 - Completely satisfied",24,,"> 50x","11-20x","6-10x","> 50x","1-5x","11-20x","More than 50 times","11 to 20 times","6 to 10 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","1 to 5 times","11 to 20 times","More than 50 times","1 to 5 times","11 to 20 times"
25,25,"Female","Male",5.916667,"3-5","Separate households","0","10 - Completely satisfied","9",26,25,"11-20x","21-50x","11-20x","6-10x","11-20x","6-10x","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times"
40,41,"Female","Male",21.58333,"21+","Cohabiting","3+","9","9",26,23,"11-20x","1-5x","1-5x","> 50x","21-50x","6-10x","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","More than 50 times","21 to 50 times","6 to 10 times","More than 50 times","21 to 50 times","6 to 10 times"
27,26,"Male","Female",9.416667,"6-10","Cohabiting","0","8","6",20,23,"> 50x","> 50x","> 50x","11-20x","1-5x","6-10x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","11 to 20 times","1 to 5 times","6 to 10 times","21 to 50 times","6 to 10 times","11 to 20 times"
39,47,"Male","Female",15.25,"11-20","Cohabiting","2","5","8",17,21,"0x","0x","0x","0x","0x","0x","Not at all","Not at all","Not at all","Not at all","Not at all","1 to 5 times","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all"
51,41,"Male","Female",23.83333,"21+","Cohabiting","2","9","10 - Completely satisfied",20,23,"21-50x","6-10x","11-20x","21-50x","1-5x","11-20x","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","1 to 5 times","11 to 20 times","21 to 50 times","1 to 5 times","21 to 50 times"
46,49,"Female","Male",23.5,"21+","Cohabiting","2","8","7",24,20,"11-20x","1-5x","1-5x","6-10x","11-20x","6-10x","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times"
30,27,"Male","Female",.25,"0-2","Cohabiting","0","9","10 - Completely satisfied",,,"> 50x","11-20x","> 50x","> 50x","> 50x","> 50x","More than 50 times","11 to 20 times","More than 50 times","More than 50 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
